epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1810.15,0.98449,1.0996,1.08396,0.86502,0.66515,0.86777,0.6453,0.95227,0.95558,0.99648,0.000334628,0.000334628,0.000334628
32,1852.39,0.99553,1.03038,1.07913,0.89901,0.74675,0.88884,0.63815,0.94534,0.92813,0.98967,0.000329916,0.000329916,0.000329916
33,1894.65,0.95323,0.96018,1.03345,0.90556,0.74528,0.8983,0.67308,0.90121,0.88177,0.98097,0.000325203,0.000325203,0.000325203
34,1937.15,0.91463,0.9718,1.04625,0.88745,0.77577,0.91299,0.70622,0.86473,0.81847,0.96729,0.000320491,0.000320491,0.000320491
35,1978.73,0.95006,0.99648,1.05255,0.88745,0.77577,0.91299,0.70622,0.86473,0.81847,0.96729,0.000315778,0.000315778,0.000315778
36,2020.44,0.93338,0.95567,1.07868,0.89726,0.77542,0.92551,0.7187,0.83958,0.78131,0.9549,0.000311066,0.000311066,0.000311066
37,2063.61,0.89014,0.89853,1.01645,0.89907,0.7687,0.93405,0.72436,0.81732,0.76163,0.945,0.000306354,0.000306354,0.000306354
38,2106.64,0.86982,0.91425,1.04094,0.77368,0.87995,0.94474,0.72079,0.81403,0.76249,0.94366,0.000301641,0.000301641,0.000301641
39,2148.5,0.9507,0.95914,1.02569,0.77368,0.87995,0.94474,0.72079,0.81403,0.76249,0.94366,0.000296929,0.000296929,0.000296929
40,2190.24,0.91242,0.87026,1.01963,0.85494,0.85025,0.94711,0.71636,0.82708,0.7448,0.94668,0.000292216,0.000292216,0.000292216
41,2231.99,0.82673,0.83008,1.02203,0.88863,0.88414,0.96119,0.73864,0.82406,0.71713,0.94029,0.000287504,0.000287504,0.000287504
42,2274.34,0.92156,0.92672,1.05555,0.91016,0.88481,0.96178,0.7527,0.79417,0.70344,0.93065,0.000282792,0.000282792,0.000282792
43,2316.09,0.87995,0.85612,0.99444,0.91016,0.88481,0.96178,0.7527,0.79417,0.70344,0.93065,0.000278079,0.000278079,0.000278079
44,2357.68,0.89757,0.85852,1.03073,0.90591,0.90341,0.96367,0.75846,0.77218,0.69086,0.92175,0.000273367,0.000273367,0.000273367
45,2400.28,0.8911,0.87696,1.05047,0.89519,0.92628,0.96816,0.7723,0.76387,0.67991,0.9182,0.000268654,0.000268654,0.000268654
46,2443.12,0.863,0.87811,1.03081,0.84982,0.94914,0.9698,0.77454,0.76134,0.66998,0.91968,0.000263942,0.000263942,0.000263942
47,2485.21,0.83791,0.81859,0.9989,0.84982,0.94914,0.9698,0.77454,0.76134,0.66998,0.91968,0.00025923,0.00025923,0.00025923
48,2527.31,0.82118,0.79037,1.02728,0.87105,0.93855,0.96972,0.784,0.75006,0.65179,0.91861,0.000254517,0.000254517,0.000254517
49,2570.05,0.7927,0.79583,0.99978,0.90713,0.91344,0.96962,0.77877,0.75279,0.6421,0.91583,0.000249805,0.000249805,0.000249805
50,2611.89,0.81385,0.72802,0.9698,0.9324,0.89314,0.96911,0.76472,0.77175,0.63845,0.9184,0.000245092,0.000245092,0.000245092
51,2654.09,0.82124,0.73841,0.99278,0.9324,0.89314,0.96911,0.76472,0.77175,0.63845,0.9184,0.00024038,0.00024038,0.00024038
52,2695.61,0.77731,0.72661,0.98328,0.91607,0.91284,0.96952,0.7744,0.77249,0.62887,0.91838,0.000235668,0.000235668,0.000235668
53,2737.4,0.82401,0.74796,0.99927,0.89369,0.93281,0.96894,0.78884,0.75554,0.62224,0.91197,0.000230955,0.000230955,0.000230955
54,2779.39,0.8274,0.76392,0.97892,0.88657,0.92943,0.97124,0.79935,0.73707,0.61516,0.90695,0.000226243,0.000226243,0.000226243
55,2822.24,0.78174,0.73164,0.99151,0.88657,0.92943,0.97124,0.79935,0.73707,0.61516,0.90695,0.00022153,0.00022153,0.00022153
56,2864.43,0.7775,0.7743,1.00108,0.91573,0.91728,0.97313,0.79656,0.72103,0.60091,0.89954,0.000216818,0.000216818,0.000216818
57,2906.8,0.81172,0.73795,1.00432,0.91898,0.92503,0.97599,0.8054,0.71095,0.58204,0.8944,0.000212106,0.000212106,0.000212106
58,2949.62,0.80692,0.6919,0.99753,0.91976,0.92838,0.97776,0.8057,0.70472,0.5615,0.88889,0.000207393,0.000207393,0.000207393
59,2993.66,0.75982,0.6889,0.95825,0.91976,0.92838,0.97776,0.8057,0.70472,0.5615,0.88889,0.000202681,0.000202681,0.000202681
60,3036.49,0.7655,0.7077,0.98358,0.91574,0.94031,0.97935,0.81441,0.70516,0.55131,0.88643,0.000197968,0.000197968,0.000197968
61,3079.14,0.76594,0.67484,0.99846,0.94349,0.91988,0.9795,0.81111,0.70556,0.54547,0.88504,0.000193256,0.000193256,0.000193256
62,3122.01,0.7461,0.71266,0.97276,0.92787,0.94952,0.98061,0.81555,0.69252,0.53517,0.88036,0.000188544,0.000188544,0.000188544
63,3164.57,0.73975,0.65864,0.9675,0.92787,0.94952,0.98061,0.81555,0.69252,0.53517,0.88036,0.000183831,0.000183831,0.000183831
64,3207.31,0.68294,0.59612,0.94228,0.93867,0.95334,0.98136,0.81826,0.67882,0.5293,0.87578,0.000179119,0.000179119,0.000179119
65,3249.51,0.73767,0.62886,0.97555,0.93467,0.95394,0.98152,0.82336,0.6628,0.51913,0.86962,0.000174406,0.000174406,0.000174406
66,3292.73,0.76176,0.64792,0.96406,0.93732,0.94991,0.98203,0.83219,0.66021,0.51988,0.86654,0.000169694,0.000169694,0.000169694
67,3335.94,0.73935,0.65895,0.95605,0.93732,0.94991,0.98203,0.83219,0.66021,0.51988,0.86654,0.000164982,0.000164982,0.000164982
68,3378.67,0.71396,0.61572,0.96206,0.94567,0.93373,0.98128,0.82056,0.67337,0.52113,0.86779,0.000160269,0.000160269,0.000160269
69,3421.13,0.69681,0.62177,0.95301,0.93391,0.94219,0.9812,0.81821,0.686,0.51662,0.86916,0.000155557,0.000155557,0.000155557
70,3463.71,0.69232,0.62771,0.93747,0.93792,0.94501,0.98132,0.82803,0.67822,0.50719,0.86832,0.000150844,0.000150844,0.000150844
71,3508.18,0.78511,0.68168,0.95116,0.93792,0.94501,0.98132,0.82803,0.67822,0.50719,0.86832,0.000146132,0.000146132,0.000146132
72,3552.73,0.71454,0.63996,0.96623,0.93513,0.95417,0.98176,0.8361,0.66551,0.50292,0.86609,0.00014142,0.00014142,0.00014142
73,3597.77,0.69255,0.63495,0.96749,0.93393,0.94714,0.98232,0.83466,0.64036,0.49443,0.86082,0.000136707,0.000136707,0.000136707
74,3642.31,0.69597,0.62016,0.96884,0.93759,0.95202,0.98326,0.8324,0.62159,0.48793,0.85629,0.000131995,0.000131995,0.000131995
75,3687.2,0.69428,0.62453,0.94259,0.93759,0.95202,0.98326,0.8324,0.62159,0.48793,0.85629,0.000127282,0.000127282,0.000127282
76,3732.53,0.73611,0.62198,0.96654,0.94197,0.94953,0.98398,0.83403,0.60999,0.48314,0.8539,0.00012257,0.00012257,0.00012257
77,3777.35,0.70785,0.5797,0.93649,0.9431,0.9481,0.98397,0.83972,0.60333,0.47863,0.8515,0.000117858,0.000117858,0.000117858
78,3822.32,0.6829,0.59771,0.94504,0.94743,0.94673,0.98455,0.84194,0.60324,0.47496,0.85014,0.000113145,0.000113145,0.000113145
79,3865.44,0.73669,0.60714,0.9377,0.94743,0.94673,0.98455,0.84194,0.60324,0.47496,0.85014,0.000108433,0.000108433,0.000108433
80,3909.33,0.67491,0.60579,0.94408,0.94287,0.9536,0.98483,0.84771,0.60652,0.4722,0.84898,0.00010372,0.00010372,0.00010372
81,3953.58,0.6623,0.56708,0.94358,0.9424,0.95481,0.98536,0.85385,0.60092,0.46314,0.84711,9.9008e-05,9.9008e-05,9.9008e-05
82,3996.74,0.68646,0.6172,0.97221,0.94146,0.95712,0.98512,0.85412,0.58999,0.45535,0.84507,9.42956e-05,9.42956e-05,9.42956e-05
83,4039.31,0.68217,0.59331,0.95743,0.94146,0.95712,0.98512,0.85412,0.58999,0.45535,0.84507,8.95832e-05,8.95832e-05,8.95832e-05
84,4083.28,0.67262,0.55698,0.92159,0.94882,0.96157,0.98706,0.86001,0.57438,0.44636,0.84206,8.48708e-05,8.48708e-05,8.48708e-05
85,4128.15,0.68688,0.58739,0.94226,0.9496,0.96277,0.98733,0.86165,0.56609,0.44073,0.84006,8.01584e-05,8.01584e-05,8.01584e-05
86,4173.2,0.63098,0.55979,0.92481,0.94865,0.96337,0.98801,0.86355,0.5608,0.43696,0.83866,7.5446e-05,7.5446e-05,7.5446e-05
87,4217.4,0.67394,0.58244,0.94364,0.94865,0.96337,0.98801,0.86355,0.5608,0.43696,0.83866,7.07336e-05,7.07336e-05,7.07336e-05
88,4261.95,0.63584,0.58491,0.92954,0.95083,0.96244,0.98833,0.86122,0.55957,0.4363,0.83796,6.60212e-05,6.60212e-05,6.60212e-05
89,4305.79,0.66124,0.54705,0.91605,0.95331,0.9627,0.98844,0.86096,0.5587,0.43569,0.83732,6.13088e-05,6.13088e-05,6.13088e-05
90,4348.78,0.6409,0.56195,0.91216,0.9535,0.96136,0.98845,0.86202,0.55927,0.43569,0.83717,5.65964e-05,5.65964e-05,5.65964e-05
91,4391.62,0.6565,0.52985,0.92757,0.9535,0.96136,0.98845,0.86202,0.55927,0.43569,0.83717,5.1884e-05,5.1884e-05,5.1884e-05
92,4434.52,0.68429,0.54818,0.95675,0.95632,0.95794,0.98906,0.86185,0.56102,0.43461,0.83611,4.71716e-05,4.71716e-05,4.71716e-05
93,4477.25,0.61493,0.51256,0.90171,0.95556,0.95723,0.98951,0.85763,0.56179,0.43559,0.83494,4.24592e-05,4.24592e-05,4.24592e-05
94,4520.64,0.67603,0.55104,0.93217,0.95061,0.95835,0.9896,0.85974,0.55298,0.43567,0.83306,3.77468e-05,3.77468e-05,3.77468e-05
95,4563.98,0.6113,0.51219,0.9242,0.95061,0.95835,0.9896,0.85974,0.55298,0.43567,0.83306,3.30344e-05,3.30344e-05,3.30344e-05
96,4606.66,0.6338,0.52338,0.90376,0.94972,0.9594,0.98966,0.86036,0.54866,0.43538,0.83174,2.8322e-05,2.8322e-05,2.8322e-05
97,4649.07,0.61081,0.50952,0.90478,0.94668,0.96151,0.98922,0.85931,0.54488,0.43649,0.83071,2.36096e-05,2.36096e-05,2.36096e-05
98,4691.51,0.61844,0.51966,0.9109,0.94614,0.96188,0.98906,0.86145,0.54237,0.43585,0.82981,1.88972e-05,1.88972e-05,1.88972e-05
99,4733.73,0.70373,0.58079,0.95809,0.94614,0.96188,0.98906,0.86145,0.54237,0.43585,0.82981,1.41848e-05,1.41848e-05,1.41848e-05
100,4777.14,0.63878,0.53171,0.92398,0.94409,0.96198,0.98935,0.86089,0.54212,0.43773,0.82923,9.4724e-06,9.4724e-06,9.4724e-06
