epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,1216.08,0.9283,1.55794,1.06687,0.88712,0.54042,0.67339,0.52268,0.81116,1.26936,0.95297,5.65964e-05,5.65964e-05,5.65964e-05
91,1229.32,0.91062,1.50352,1.0389,0.88341,0.54492,0.67597,0.52337,0.81021,1.25274,0.95197,5.1884e-05,5.1884e-05,5.1884e-05
92,1243.32,0.98376,1.56684,1.09737,0.88341,0.54492,0.67597,0.52337,0.81021,1.25274,0.95197,4.71716e-05,4.71716e-05,4.71716e-05
93,1256.65,0.87388,1.41071,1.01756,0.771,0.59108,0.68401,0.52643,0.80868,1.23714,0.9493,4.24592e-05,4.24592e-05,4.24592e-05
94,1269.66,0.97173,1.53364,1.08813,0.771,0.59108,0.68401,0.52643,0.80868,1.23714,0.9493,3.77468e-05,3.77468e-05,3.77468e-05
95,1282.83,0.91168,1.46962,1.0539,0.77771,0.58943,0.69613,0.5383,0.81015,1.23027,0.94936,3.30344e-05,3.30344e-05,3.30344e-05
96,1295.84,0.89365,1.49328,1.08349,0.77771,0.58943,0.69613,0.5383,0.81015,1.23027,0.94936,2.8322e-05,2.8322e-05,2.8322e-05
97,1309.47,0.87286,1.48498,1.05429,0.78098,0.58219,0.69556,0.5394,0.81159,1.22737,0.95017,2.36096e-05,2.36096e-05,2.36096e-05
98,1322.97,0.88738,1.36284,1.01762,0.78098,0.58219,0.69556,0.5394,0.81159,1.22737,0.95017,1.88972e-05,1.88972e-05,1.88972e-05
99,1336.15,0.96017,1.53628,1.07208,0.79069,0.59431,0.69745,0.54172,0.81227,1.23005,0.94997,1.41848e-05,1.41848e-05,1.41848e-05
100,1349.15,0.9274,1.41888,1.10993,0.79069,0.59431,0.69745,0.54172,0.81227,1.23005,0.94997,9.4724e-06,9.4724e-06,9.4724e-06
